W=40,H=68,OPT(I)=67
SORT=Descending Height (3),LOSS=1.72794%,ROTATIONS=0
id,x,y,w,h
7,0,0,12,8
45,12,0,11,8
16,23,0,9,8
36,32,0,8,8
58,0,8,8,8
20,8,8,7,8
57,15,8,4,8
10,19,8,3,8
29,22,8,3,8
22,25,8,2,8
27,27,8,12,7
31,28,15,12,7
39,0,16,12,7
69,12,16,11,7
41,30,22,10,7
54,0,23,8,7
44,23,22,7,7
4,8,23,4,7
47,12,23,4,7
26,16,23,2,7
19,39,8,1,7
5,28,29,12,6
74,0,30,12,6
6,12,30,11,6
1,32,35,8,6
13,24,35,8,6
62,0,36,7,6
35,23,16,5,6
8,18,23,3,6
76,21,23,2,6
18,7,36,11,5
34,29,41,11,5
75,18,41,11,5
46,8,41,10,5
56,0,42,8,5
55,18,36,6,5
63,23,29,1,5
2,29,46,11,4
52,18,46,11,4
65,0,47,11,4
70,30,50,10,4
77,20,50,10,4
78,0,51,10,4
25,12,50,8,4
33,32,54,8,4
42,11,46,5,4
48,27,54,5,4
71,22,54,5,4
32,24,29,3,4
80,16,46,2,4
40,10,54,12,3
14,0,57,11,3
66,11,57,11,3
3,22,58,10,3
21,0,60,10,3
38,10,60,10,3
23,32,58,8,3
51,20,61,8,3
24,28,61,7,3
73,0,63,7,3
9,35,61,4,3
50,7,63,3,3
49,10,51,2,3
12,27,29,1,3
79,27,32,1,3
72,10,64,11,2
61,0,55,9,2
68,21,64,9,2
59,30,64,7,2
60,0,66,6,2
64,6,66,5,2
43,24,33,3,2
28,23,34,1,2
15,11,66,11,1
11,10,63,9,1
17,22,66,9,1
53,31,66,8,1
37,18,29,4,1
67,8,46,3,1
30,27,15,1,1
