W=25,H=137,OPT(I)=133
SORT=Descending Height (3),LOSS=2.77372%,ROTATIONS=0
id,x,y,w,h
7,0,0,12,8
45,12,0,11,8
86,0,8,10,8
16,10,8,9,8
36,0,16,8,8
58,8,16,8,8
20,16,16,7,8
57,19,8,4,8
10,0,24,3,8
29,3,24,3,8
85,6,24,3,8
22,23,0,2,8
27,9,24,12,7
31,13,31,12,7
39,0,32,12,7
69,14,38,11,7
41,0,39,10,7
93,16,45,9,7
54,0,46,8,7
44,8,46,7,7
84,18,52,7,7
4,21,24,4,7
47,10,39,4,7
87,0,53,4,7
26,23,8,2,7
19,23,15,1,7
5,4,53,12,6
74,6,59,12,6
6,0,65,11,6
92,11,65,11,6
95,0,71,9,6
1,9,71,8,6
13,17,71,8,6
62,18,59,7,6
88,0,77,7,6
94,7,77,7,6
35,14,77,5,6
81,19,77,5,6
97,0,83,4,6
8,22,65,3,6
76,4,59,2,6
18,4,83,11,5
34,14,88,11,5
75,0,89,11,5
46,15,83,10,5
89,16,93,9,5
56,0,94,8,5
55,8,94,6,5
63,24,15,1,5
99,0,99,12,4
2,14,98,11,4
52,14,102,11,4
65,0,103,11,4
70,15,106,10,4
77,0,107,10,4
78,15,110,10,4
25,0,111,8,4
33,17,114,8,4
42,10,107,5,4
48,8,111,5,4
71,0,115,5,4
32,11,103,3,4
80,12,99,2,4
40,5,115,12,3
14,14,118,11,3
66,0,119,11,3
3,15,121,10,3
21,0,122,10,3
38,15,124,10,3
23,0,125,8,3
51,17,127,8,3
24,8,125,7,3
73,0,128,7,3
91,7,128,7,3
9,0,60,4,3
50,11,88,3,3
49,16,52,2,3
12,24,20,1,3
79,12,31,1,3
72,14,130,11,2
61,0,131,9,2
68,16,132,9,2
59,9,132,7,2
60,0,133,6,2
64,10,122,5,2
90,20,134,5,2
96,0,63,4,2
100,16,134,4,2
43,14,128,3,2
28,23,22,1,2
15,0,135,11,1
82,0,136,11,1
11,5,118,9,1
17,6,134,9,1
53,11,136,8,1
37,13,114,4,1
67,9,31,3,1
98,6,133,3,1
30,24,23,1,1
83,14,106,1,1
